ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
100039138	Gm2061	386.831809236882	-7.58310464771076	0.73503247572815	-10.3166933409285	5.92278953539616e-25	7.9020362908169e-23	1.04827451986977e-20
12394	Runx1	960.992104142924	1.93414787555551	0.187564517617143	10.3119070713763	6.22535373923428e-25	8.22584721966899e-23	1.10176310476968e-20
53313	Atp2a3	5317.74598285167	-5.21328246456733	0.505633403866337	-10.3103996387577	6.32378044224802e-25	8.2763229368926e-23	1.11911942486463e-20
231999	Plekha8	1363.69090331611	-2.11202011673586	0.206878729183827	-10.2089766553969	1.80761167649261e-24	2.34341506210957e-22	3.19874962272133e-20
22041	Trf	897.756206702199	9.05096508431603	0.890710167737348	10.1615153976607	2.94463557868173e-24	3.78179272170507e-22	5.21053265647731e-20
14199	Fhl1	8013.20553824014	4.02665537306105	0.396847068052552	10.1466174181935	3.43047989602799e-24	4.36496803066821e-22	6.06989112803193e-20
13134	Dach1	147.946319953742	-8.39479934946564	0.841011772994141	-9.98178577165306	1.83140573739278e-23	2.30891538011482e-21	3.24030617116904e-19
66953	Cdca7	662.794664085456	-2.75189675889082	0.27625752775159	-9.96134578227789	2.2499614049672e-23	2.81081542064175e-21	3.98063171766797e-19
26424	Nr5a2	361.649869862136	-5.97978890547832	0.609235819052976	-9.81522871516907	9.68181858045608e-23	1.19554558602998e-20	1.71281052506848e-18
13036	Ctsh	1949.01388317451	2.20828250063449	0.225000118412008	9.81458372653299	9.74393142449118e-23	1.19554558602998e-20	1.72370146899249e-18
74596	Cds1	2088.51584925634	-3.21184550524393	0.32803817194383	-9.79107244200195	1.22984430207166e-22	1.49562127425387e-20	2.17547158593456e-18
11459	Acta1	1842.62290945872	-5.51450677129971	0.563993121294596	-9.77761352592679	1.40483863180287e-22	1.69344670861711e-20	2.48487857193292e-18
407795	Smim31	755.06080679261	-3.63453010573339	0.372270041430783	-9.76315497149443	1.62034390866643e-22	1.93624052112123e-20	2.86590227125832e-18
17295	Met	1633.02813030472	1.23827986734471	0.128272356660602	9.6535208331839	4.74963958661124e-22	5.62668510338031e-20	8.40021257288063e-18
69865	A1cf	456.410564859753	-5.56924609643219	0.579490845332747	-9.61058512190006	7.21378723049979e-22	8.47280889927591e-20	1.27575827171389e-17
107022	Gramd3	768.538943772471	-2.91015877107273	0.304878974112073	-9.54529179832179	1.35724972767787e-21	1.58062082692791e-19	2.40016041842555e-17
73389	Hbp1	1351.28665482516	0.981536043627708	0.103157775036132	9.51490125958918	1.81885543702345e-21	2.10039591727531e-19	3.21628206928856e-17
212943	Tent5a	2510.53947013963	-2.29598818256283	0.241921228701787	-9.49064368961629	2.29611975954312e-21	2.62943981130347e-19	4.05999895882415e-17
22151	Tubb2a	274.116817336198	7.11879815221639	0.755018422192493	9.42864166352943	4.15433814333454e-21	4.71809212939696e-19	7.34528527122979e-17
