ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
241447	Cers6	1988.16222698214	-3.1480060448635	0.233662679986722	-13.4724383245214	2.27235950503473e-41	3.90334553977341e-39	4.02707551482256e-37
226781	Slc30a10	683.910973137487	-8.53376829689602	0.634113570418587	-13.4577916243975	2.77073961407184e-41	4.70067947858953e-39	4.91002767009671e-37
108079	Prkaa2	1403.84568260044	-4.60465554595824	0.343059696557453	-13.4223156848945	4.47507873233476e-41	7.49957706582247e-39	7.92983951369719e-37
20324	Cavin2	383.715757760051	8.85430447360612	0.660207812449054	13.4113900299981	5.18576497428218e-41	8.58587738272117e-39	9.18865695793059e-37
26941	Slc9a3r1	7451.28835414074	-1.99566888322766	0.148984477261586	-13.395146393162	6.45486411530995e-41	1.05598503181654e-38	1.14367282395062e-36
67759	Plgrkt	3419.71939450763	-3.37477636980554	0.252026529301444	-13.3905600301666	6.86610640163062e-41	1.11004746083774e-38	1.2164680711769e-36
100061	Lrrc19	683.023013008542	-8.30276294665855	0.621330196676708	-13.3628833606789	9.96288621434066e-41	1.59197653904034e-38	1.76502492173259e-36
12945	Dmbt1	16230.2109798722	-7.16836391415033	0.536846409061845	-13.3527276948304	1.14189722743541e-40	1.80367260912843e-38	2.02287093840182e-36
13800	Enah	384.549637339671	7.30155776544343	0.547330232924028	13.3403150899156	1.34888196558666e-40	2.1064018148968e-38	2.38940951384021e-36
20358	Sema6a	703.862295286322	-7.57318300523482	0.575058176076408	-13.1694206261117	1.31603691807378e-39	2.03202014923256e-37	2.33109619298408e-35
71601	Ceacam20	923.569784727069	-7.57712436831124	0.575703449587731	-13.1615059345872	1.46143655307603e-39	2.23145123470786e-37	2.58849642280826e-35
54611	Pde3a	1107.37185948586	-7.95224072345382	0.606300142347877	-13.1160132878396	2.6659496122386e-39	4.02587687597613e-37	4.72166335823578e-35
14672	Gna11	2862.62550494521	-2.35251953567036	0.1815479742243	-12.9581150421643	2.1137802186291e-38	3.15734432221752e-36	3.74350476719214e-34
13487	Slc26a3	5877.05252235001	-4.76089630047924	0.368196139409549	-12.9303265050904	3.03527119232492e-38	4.48502115321818e-36	5.3751617544882e-34
22361	Vnn1	850.319961860657	7.34821717409755	0.568655472010079	12.9220899750127	3.37838459966926e-38	4.93891076262287e-36	5.98244344909433e-34
18452	P4ha2	508.108263246364	3.34670782295375	0.263170217880619	12.7168942211839	4.76422869597613e-37	6.89158218316884e-35	8.43601975196493e-33
432516	Myo1a	4288.9940972762	-4.77673190544497	0.377124191781906	-12.6662038912831	9.10132831782305e-37	1.30281722649505e-34	1.61148119195375e-32
100038347	Fam174b	1303.04739842148	-6.73094244531201	0.532809079090919	-12.6329349657411	1.38995450588126e-36	1.96914998142477e-34	2.46091445266276e-32
319848	Slc17a4	1073.04937108179	-7.7230706044418	0.61409684171655	-12.5763073180021	2.85045555920473e-36	3.99703676475422e-34	5.04644652201605e-32
16682	Krt4	4043.63242264832	7.2159217204175	0.574037645299329	12.570467772466	3.06902657544282e-36	4.26005688886215e-34	5.43309774650643e-32
16779	Lamb2	601.088004207406	3.4601798568405	0.276345978193518	12.5211876773449	5.71731696514138e-36	7.85673697349728e-34	1.01207944916933e-31
14062	F2r	207.834087694992	7.73705878698847	0.619144397768098	12.4963721142905	7.81364307728e-36	1.06311963532655e-33	1.38309296110933e-31
14873	Gsto1	9646.66902795784	2.18136199749724	0.176012573629242	12.3932168737679	2.84401652686955e-35	3.83161520708248e-33	5.0339092525591e-31
68891	Cd177	881.418840864404	-7.6426064300257	0.618914574611784	-12.3484027417185	4.9688137796959e-35	6.62926591850302e-33	8.79430350868378e-31
224860	Plcl2	710.28010661864	-8.66918283636048	0.70862861126156	-12.2337465614419	2.05248773663293e-34	2.71204677661632e-32	3.63249279629296e-30
234214	Sorbs2	1739.21839831834	4.15306092158336	0.340042436910356	12.213360659682	2.63764611182136e-34	3.45205074939515e-32	4.66784232409025e-30
230661	Tesk2	467.700693551158	-3.68431556122902	0.302439900384875	-12.1819758455828	3.87772245434568e-34	5.02713792147343e-32	6.86201765521012e-30
215384	Fcgbp	20424.0449455156	-6.60831418841797	0.543728945631177	-12.1536920951428	5.48322836345813e-34	7.04210506267679e-32	9.70257258913916e-30
107022	Gramd3	768.538943772471	-3.71384380451968	0.306519789967013	-12.1161632171266	8.67249267679133e-34	1.10349439226358e-31	1.53451085423146e-29
64929	Scel	203.434531870091	6.78388376201729	0.561850982426338	12.0741690843385	1.44617658332158e-33	1.8232439089913e-31	2.55872022887087e-29
17068	Ly6d	1158.31235246895	4.71079686625746	0.390626642079089	12.0595892824527	1.726416959838e-33	2.14595732185388e-31	3.05437688534538e-29
14049	Eya2	323.101136998608	5.0476083541112	0.418567086130416	12.0592576945682	1.73338133259919e-33	2.14595732185388e-31	3.06652491550122e-29
13479	Dpep1	712.251635829096	-9.0895405185899	0.763159050504651	-11.9104143658904	1.04456870443734e-32	1.28164849431946e-30	1.84784203814966e-28
56047	Msln	2835.90611380316	2.9450464910683	0.247922819619586	11.8788843059594	1.52387685425385e-32	1.85319608240322e-30	2.69558576748963e-28
171531	Mlph	2484.21835181025	2.60395755283123	0.220466820128437	11.8111085891031	3.42021657177397e-32	4.12286106397525e-30	6.04967907215379e-28
67204	Eif2s2	8384.16169288294	-2.46436435660562	0.209833219920098	-11.7443956564362	7.54600073446893e-32	9.01714279070192e-30	1.33466114990552e-27
12638	Cftr	927.783167593421	-7.38842156817448	0.63062308027938	-11.7160659024742	1.05456503497923e-31	1.24929592333487e-29	1.86510372086426e-27
69864	1810065E05Rik	2045.02165893211	-9.3903801756291	0.80324005341906	-11.6906273979468	1.42331264157838e-31	1.6717232752624e-29	2.51712840663136e-27
70045	2610528A11Rik	4036.08829291343	-5.04112074190448	0.431430437474091	-11.6846664120846	1.52677812661295e-31	1.77804957761993e-29	2.69995443910235e-27
99709	Clca4b	424.615020732772	-9.60173190224554	0.822576321677513	-11.672755037082	1.75641483402145e-31	2.02829013858175e-29	3.10586835100013e-27
18585	Pde9a	725.083102103585	-5.37889816574556	0.461265579987605	-11.6611739507858	2.01248321678529e-31	2.30462869708862e-29	3.55847282391974e-27
67569	Mgat4c	4159.04193775188	-6.03178534546919	0.518117603868648	-11.641730179464	2.5283391386485e-31	2.87144102837254e-29	4.47035643104441e-27
50935	St6galnac6	1400.37934651131	-8.73484045353733	0.750358106560898	-11.6408956965515	2.5532007266161e-31	2.87590855616053e-29	4.51405888465727e-27
67420	Far1	2360.76787646251	2.53214733815859	0.217814881686301	11.6252265159982	3.06778572128991e-31	3.42743994975333e-29	5.42353837666843e-27
20311	Cxcl5	570.41025409772	11.4728130617404	0.990378563481373	11.5842703838533	4.95164745990251e-31	5.48754349951454e-29	8.75352237961565e-27
18171	Nr1i2	484.571482366774	-3.00046718740262	0.259889524937623	-11.5451640004451	7.80923774539109e-31	8.58516360777315e-29	1.38043895625278e-26
20129	Rptn	146.088572801005	8.08066242244146	0.701711039072304	11.5156552661969	1.10020017948951e-30	1.19991673544007e-28	1.94471383726565e-26
68682	Slc44a2	531.267237487091	3.23142038167166	0.280799172465343	11.5079412567375	1.20316382718187e-30	1.30188010339632e-28	2.12659206454396e-26
22710	Zfp52	170.207138366642	4.44200591721236	0.388103531016603	11.445414849942	2.47915664462403e-30	2.66160707893933e-28	4.3816614537085e-26
66822	Fbxo25	748.436940885902	-2.38882753046333	0.210411038293905	-11.3531473910916	7.15402609670358e-30	7.62097880782175e-28	1.26433103207042e-25
18131	Notch3	191.045209486589	8.29701719114245	0.734492279586218	11.2962619509311	1.36923022030514e-29	1.44738166826409e-27	2.41970364532324e-25
68631	Cryl1	674.7113542948	-2.70405686365638	0.239401074214159	-11.2950907698828	1.38760619415615e-29	1.4556094900835e-27	2.45203890569333e-25
18242	Oat	1013.70291413956	-2.83630690301103	0.252555789835161	-11.2304172668631	2.89109971779226e-29	3.00981002438646e-27	5.10857320133892e-25
228993	Slc17a9	252.619042646058	-5.71937773729641	0.510654984014408	-11.2000820834739	4.07355888290585e-29	4.20893580217235e-27	7.19757119020635e-25
12362	Casp1	1770.45995005362	-2.9453995379992	0.263969872752406	-11.1580897747444	6.53812974581081e-29	6.70499843036807e-27	1.15515676348985e-24
20972	Syngr1	326.994044268056	3.6384045571678	0.326382974457877	11.1476542647827	7.35189619656273e-29	7.48368574319741e-27	1.29885950104674e-24
236643	Sytl5	151.140457455614	7.47055878513953	0.67219384890628	11.1136970344117	1.07610011313888e-28	1.08733586432019e-26	1.90103845987115e-24
11637	Ak2	1829.64561367976	-2.58496124453659	0.233339472402136	-11.0781138652859	1.60212001177982e-28	1.60703162057505e-26	2.83014500080904e-24
17831	Muc2	6869.57398876871	-8.30592168732496	0.750370193356814	-11.069098640723	1.77173653309764e-28	1.76429010419041e-26	3.12959541206366e-24
110895	Slc9a4	992.92803172426	3.97648159302395	0.359540719487455	11.0598921832627	1.96333383955547e-28	1.94101680742239e-26	3.46783656080682e-24
228576	Mall	879.519930980318	-3.53194448074425	0.319402157584725	-11.0579856675118	2.00550859822314e-28	1.96854993977017e-26	3.54212928618171e-24
26424	Nr5a2	361.649869862136	-8.54512025077339	0.77491373445489	-11.0271890545138	2.8255891928936e-28	2.75384728288964e-26	4.99027307356939e-24
18605	Enpp1	484.129731330987	3.51074995180131	0.318454007450411	11.0243547566221	2.91602161000875e-28	2.82196964540424e-26	5.14969416327544e-24
100039138	Gm2061	386.831809236882	-8.7390865874148	0.794342177967515	-11.0016650630029	3.75140207485831e-28	3.60501869319601e-26	6.6246009239923e-24
219134	Shisa2	276.142728642131	-6.77535617254231	0.615974039531579	-10.9994183808374	3.84604507676815e-28	3.67030218367694e-26	6.79134639655721e-24
16420	Itgb6	937.36218382302	3.14143907542976	0.285843841224154	10.990053387109	4.26673641033963e-28	4.04368908626809e-26	7.53377647973669e-24
20537	Slc5a1	1040.3851190412	-7.52628469662399	0.68530965216324	-10.9823124085099	4.64869449219493e-28	4.37550408984539e-26	8.20773499541936e-24
16911	Lmo4	1292.2100362181	4.12224229587215	0.375800776483276	10.9692224014221	5.37324979792804e-28	5.02307474306988e-26	9.48647251824196e-24
56336	B4galt5	967.618817495983	-3.24010077702943	0.295607802961457	-10.9608093716386	5.89695965714224e-28	5.47540673030059e-26	1.04104925787189e-23
22038	Plscr1	1610.45720061661	-2.71775473140848	0.248458711613864	-10.9384561875706	7.54741260506573e-28	6.96084188045727e-26	1.33234474717225e-23
55961	Slc13a1	145.475702587144	-8.88384537011698	0.814592471211832	-10.9058770907874	1.08046212735928e-27	9.89847370278084e-26	1.90723174721461e-23
243385	Gprin3	1325.08497550025	-2.74673048787982	0.252051447418988	-10.8974993637466	1.18468423863725e-27	1.07814111306974e-25	2.0910861496186e-23
13034	Ctse	375.852677779059	10.0152736918687	0.921809175097531	10.8648014821603	1.69591616514983e-27	1.53324210141374e-25	2.99329203148944e-23
67886	Camsap2	1243.81764367925	2.74486426813956	0.252801981848617	10.8577640415147	1.83179457750904e-27	1.64526281595616e-25	3.23293424984571e-23
17698	Msn	481.450694571696	7.76677619549761	0.717921618153418	10.8184180544315	2.81595802536797e-27	2.51278540159783e-25	4.96960272316939e-23
17863	Myb	1160.24360775162	-4.08058461263417	0.378879735211864	-10.7701316101067	4.76319825514768e-27	4.22295938207996e-25	8.40561596085911e-23
241576	Ldlrad3	827.55167654842	-4.03107916050076	0.37442156682888	-10.7661510917801	4.97360867722804e-27	4.38123913092742e-25	8.77642987183661e-23
114249	Npnt	308.841213086444	5.12787350027338	0.477284238818952	10.7438567696314	6.33417599054309e-27	5.54421951987536e-25	1.11766535353133e-22
71093	Atoh8	136.922006460074	6.54543335334495	0.612401716236616	10.6881368549528	1.15671248907674e-26	1.00604702689193e-24	2.04090351572699e-22
21786	Tff3	857.401795538609	-8.95313698681797	0.837991419998488	-10.6840437421592	1.20888432982425e-26	1.04481059499653e-24	2.13283462310892e-22
20350	Sema3f	271.016939008518	5.94291256021544	0.560751711191782	10.5981175654102	3.04038316891838e-26	2.61130909420478e-24	5.36384398660581e-22
